model,size,alpha,start,end,TOP,task,role,correct,E_count,invalid,total,accuracy_percentage,suite,refusal_enabled,refusal_label
qwen3,8B,-4,17,26,20,Electromagnetics,unconfident,23,0,77,100,23.0,default,0,
qwen3,8B,-4,17,26,20,Electromagnetics,electromagnetics student,23,0,77,100,23.0,default,0,
qwen3,8B,-4,17,26,20,Electromagnetics,person,24,0,76,100,24.0,default,0,
qwen3,8B,-4,17,26,20,ElectronicCommunications,confident,43,0,72,115,37.39,default,0,
qwen3,8B,-4,17,26,20,ElectronicCommunications,unconfident,39,0,76,115,33.91,default,0,
qwen3,8B,-4,17,26,20,ElectronicCommunications,electroniccommunications student,44,0,71,115,38.26,default,0,
qwen3,8B,-4,17,26,20,ElectronicCommunications,person,36,0,79,115,31.3,default,0,
qwen3,8B,-4,17,26,20,Finance,confident,22,0,52,74,29.73,default,0,
qwen3,8B,-4,17,26,20,Finance,unconfident,21,0,53,74,28.38,default,0,
qwen3,8B,-4,17,26,20,Finance,finance student,19,0,55,74,25.68,default,0,
qwen3,8B,-4,17,26,20,Finance,person,20,0,54,74,27.03,default,0,
qwen3,8B,-4,17,26,20,FluidMechanics,confident,18,0,47,65,27.69,default,0,
qwen3,8B,-4,17,26,20,FluidMechanics,unconfident,21,0,44,65,32.31,default,0,
qwen3,8B,-4,17,26,20,FluidMechanics,fluidmechanics student,17,0,48,65,26.15,default,0,
qwen3,8B,-4,17,26,20,FluidMechanics,person,13,0,52,65,20.0,default,0,
qwen3,8B,-4,17,26,20,Genetics,confident,63,0,84,147,42.86,default,0,
qwen3,8B,-4,17,26,20,Genetics,unconfident,61,0,86,147,41.5,default,0,
qwen3,8B,-4,17,26,20,Genetics,genetics student,68,0,79,147,46.26,default,0,
qwen3,8B,-4,17,26,20,Genetics,person,60,0,87,147,40.82,default,0,
qwen3,8B,-4,17,26,20,HeatTransfer,confident,23,0,43,66,34.85,default,0,
qwen3,8B,-4,17,26,20,HeatTransfer,unconfident,22,0,44,66,33.33,default,0,
qwen3,8B,-4,17,26,20,HeatTransfer,heattransfer student,21,0,45,66,31.82,default,0,
qwen3,8B,-4,17,26,20,HeatTransfer,person,20,0,46,66,30.3,default,0,
qwen3,8B,-4,17,26,20,MachineDesign,confident,17,0,53,70,24.29,default,0,
qwen3,8B,-4,17,26,20,MachineDesign,unconfident,17,0,53,70,24.29,default,0,
qwen3,8B,-4,17,26,20,MachineDesign,machinedesign student,17,0,53,70,24.29,default,0,
qwen3,8B,-4,17,26,20,MachineDesign,person,18,0,52,70,25.71,default,0,
qwen3,8B,-4,17,26,20,Math,confident,96,0,248,344,27.91,default,0,
qwen3,8B,-4,17,26,20,Math,unconfident,92,0,252,344,26.74,default,0,
qwen3,8B,-4,17,26,20,Math,math student,91,0,253,344,26.45,default,0,
qwen3,8B,-4,17,26,20,Math,person,85,0,259,344,24.71,default,0,
qwen3,8B,-4,17,26,20,Mechanics,confident,8,0,25,33,24.24,default,0,
qwen3,8B,-4,17,26,20,Mechanics,unconfident,8,0,25,33,24.24,default,0,
qwen3,8B,-4,17,26,20,Mechanics,mechanics student,7,0,26,33,21.21,default,0,
qwen3,8B,-4,17,26,20,Mechanics,person,6,0,27,33,18.18,default,0,
qwen3,8B,-4,17,26,20,Optics,confident,49,0,144,193,25.39,default,0,
qwen3,8B,-4,17,26,20,Optics,unconfident,42,0,151,193,21.76,default,0,
qwen3,8B,-4,17,26,20,Optics,optics student,49,0,144,193,25.39,default,0,
qwen3,8B,-4,17,26,20,Optics,person,39,0,154,193,20.21,default,0,
qwen3,8B,-4,17,26,20,OrganicChemistry,confident,2,0,15,17,11.76,default,0,
qwen3,8B,-4,17,26,20,OrganicChemistry,unconfident,2,0,15,17,11.76,default,0,
qwen3,8B,-4,17,26,20,OrganicChemistry,organicchemistry student,4,0,13,17,23.53,default,0,
qwen3,8B,-4,17,26,20,OrganicChemistry,person,2,0,15,17,11.76,default,0,
qwen3,8B,-4,17,26,20,PhysicalChemistry,confident,65,0,151,216,30.09,default,0,
qwen3,8B,-4,17,26,20,PhysicalChemistry,unconfident,63,0,153,216,29.17,default,0,
qwen3,8B,-4,17,26,20,PhysicalChemistry,physicalchemistry student,59,0,157,216,27.31,default,0,
qwen3,8B,-4,17,26,20,PhysicalChemistry,person,50,0,166,216,23.15,default,0,
qwen3,8B,-4,17,26,20,Physics,confident,137,0,358,495,27.68,default,0,
qwen3,8B,-4,17,26,20,Physics,unconfident,140,0,355,495,28.28,default,0,
qwen3,8B,-4,17,26,20,Physics,physics student,131,0,364,495,26.46,default,0,
qwen3,8B,-4,17,26,20,Physics,person,127,0,368,495,25.66,default,0,
qwen3,8B,-4,17,26,20,Psychology,confident,221,0,84,305,72.46,default,0,
qwen3,8B,-4,17,26,20,Psychology,unconfident,192,0,113,305,62.95,default,0,
qwen3,8B,-4,17,26,20,Psychology,psychology student,220,0,85,305,72.13,default,0,
qwen3,8B,-4,17,26,20,Psychology,person,214,0,91,305,70.16,default,0,
qwen3,8B,-4,17,26,20,Thermodynamics,confident,60,0,109,169,35.5,default,0,
qwen3,8B,-4,17,26,20,Thermodynamics,unconfident,47,0,122,169,27.81,default,0,
qwen3,8B,-4,17,26,20,Thermodynamics,thermodynamics student,53,0,116,169,31.36,default,0,
qwen3,8B,-4,17,26,20,Thermodynamics,person,45,0,124,169,26.63,default,0,
qwen3,8B,-4,17,26,20,TransportPhenomena,confident,50,0,98,148,33.78,default,0,
qwen3,8B,-4,17,26,20,TransportPhenomena,unconfident,48,0,100,148,32.43,default,0,
qwen3,8B,-4,17,26,20,TransportPhenomena,transportphenomena student,43,0,105,148,29.05,default,0,
qwen3,8B,-4,17,26,20,TransportPhenomena,person,40,0,108,148,27.03,default,0,
qwen3,8B,-4,17,26,20,abstract algebra,confident,25,0,58,83,30.12,default,0,
qwen3,8B,-4,17,26,20,abstract algebra,unconfident,26,0,57,83,31.33,default,0,
qwen3,8B,-4,17,26,20,abstract algebra,abstract algebra student,28,0,55,83,33.73,default,0,
qwen3,8B,-4,17,26,20,abstract algebra,person,21,0,62,83,25.3,default,0,
qwen3,8B,-4,17,26,20,anatomy,confident,31,0,48,79,39.24,default,0,
qwen3,8B,-4,17,26,20,anatomy,unconfident,31,0,48,79,39.24,default,0,
qwen3,8B,-4,17,26,20,anatomy,anatomy student,32,0,47,79,40.51,default,0,
qwen3,8B,-4,17,26,20,anatomy,person,33,0,46,79,41.77,default,0,
qwen3,8B,-4,17,26,20,astronomy,confident,47,0,33,80,58.75,default,0,
qwen3,8B,-4,17,26,20,astronomy,unconfident,47,0,33,80,58.75,default,0,
qwen3,8B,-4,17,26,20,astronomy,astronomy student,48,0,32,80,60.0,default,0,
qwen3,8B,-4,17,26,20,astronomy,person,48,0,32,80,60.0,default,0,
qwen3,8B,-4,17,26,20,atkins,confident,22,0,79,101,21.78,default,0,
qwen3,8B,-4,17,26,20,atkins,unconfident,22,0,79,101,21.78,default,0,
qwen3,8B,-4,17,26,20,atkins,atkins student,22,0,79,101,21.78,default,0,
qwen3,8B,-4,17,26,20,atkins,person,17,0,84,101,16.83,default,0,
qwen3,8B,-4,17,26,20,business ethics,confident,17,0,26,43,39.53,default,0,
qwen3,8B,-4,17,26,20,business ethics,unconfident,17,0,26,43,39.53,default,0,
qwen3,8B,-4,17,26,20,business ethics,business ethics student,17,0,26,43,39.53,default,0,
qwen3,8B,-4,17,26,20,business ethics,person,16,0,27,43,37.21,default,0,
qwen3,8B,-4,17,26,20,calculus,confident,13,0,27,40,32.5,default,0,
qwen3,8B,-4,17,26,20,calculus,unconfident,14,0,26,40,35.0,default,0,
qwen3,8B,-4,17,26,20,calculus,calculus student,14,0,26,40,35.0,default,0,
qwen3,8B,-4,17,26,20,calculus,person,13,0,27,40,32.5,default,0,
qwen3,8B,-4,17,26,20,chemmc,confident,13,0,20,33,39.39,default,0,
qwen3,8B,-4,17,26,20,chemmc,unconfident,9,0,24,33,27.27,default,0,
qwen3,8B,-4,17,26,20,chemmc,chemmc student,14,0,19,33,42.42,default,0,
qwen3,8B,-4,17,26,20,chemmc,person,10,0,23,33,30.3,default,0,
qwen3,8B,-4,17,26,20,class,confident,6,0,39,45,13.33,default,0,
qwen3,8B,-4,17,26,20,class,unconfident,8,0,37,45,17.78,default,0,
qwen3,8B,-4,17,26,20,class,class student,6,0,39,45,13.33,default,0,
qwen3,8B,-4,17,26,20,class,person,6,0,39,45,13.33,default,0,
qwen3,8B,-4,17,26,20,clinical knowledge,confident,36,0,36,72,50.0,default,0,
qwen3,8B,-4,17,26,20,clinical knowledge,unconfident,28,0,44,72,38.89,default,0,
qwen3,8B,-4,17,26,20,clinical knowledge,clinical knowledge student,38,0,34,72,52.78,default,0,
qwen3,8B,-4,17,26,20,clinical knowledge,person,32,0,40,72,44.44,default,0,
qwen3,8B,-4,17,26,20,college biology,confident,36,0,43,79,45.57,default,0,
qwen3,8B,-4,17,26,20,college biology,unconfident,34,0,45,79,43.04,default,0,
qwen3,8B,-4,17,26,20,college biology,college biology student,38,0,41,79,48.1,default,0,
qwen3,8B,-4,17,26,20,college biology,person,36,0,43,79,45.57,default,0,
qwen3,8B,-4,17,26,20,college chemistry,confident,19,0,44,63,30.16,default,0,
qwen3,8B,-4,17,26,20,college chemistry,unconfident,20,0,43,63,31.75,default,0,
qwen3,8B,-4,17,26,20,college chemistry,college chemistry student,20,0,43,63,31.75,default,0,
qwen3,8B,-4,17,26,20,college chemistry,person,21,0,42,63,33.33,default,0,
qwen3,8B,-4,17,26,20,college computer science,confident,33,0,43,76,43.42,default,0,
qwen3,8B,-4,17,26,20,college computer science,unconfident,33,0,43,76,43.42,default,0,
qwen3,8B,-4,17,26,20,college computer science,college computer science student,35,0,41,76,46.05,default,0,
qwen3,8B,-4,17,26,20,college computer science,person,33,0,43,76,43.42,default,0,
qwen3,8B,-4,17,26,20,college mathematics,confident,21,0,53,74,28.38,default,0,
qwen3,8B,-4,17,26,20,college mathematics,unconfident,19,0,55,74,25.68,default,0,
qwen3,8B,-4,17,26,20,college mathematics,college mathematics student,21,0,53,74,28.38,default,0,
qwen3,8B,-4,17,26,20,college mathematics,person,19,0,55,74,25.68,default,0,
qwen3,8B,-4,17,26,20,college medicine,confident,30,0,18,48,62.5,default,0,
qwen3,8B,-4,17,26,20,college medicine,unconfident,26,0,22,48,54.17,default,0,
qwen3,8B,-4,17,26,20,college medicine,college medicine student,26,0,22,48,54.17,default,0,
qwen3,8B,-4,17,26,20,college medicine,person,26,0,22,48,54.17,default,0,
qwen3,8B,-4,17,26,20,college physics,confident,23,0,45,68,33.82,default,0,
qwen3,8B,-4,17,26,20,college physics,unconfident,17,0,51,68,25.0,default,0,
qwen3,8B,-4,17,26,20,college physics,college physics student,21,0,47,68,30.88,default,0,
qwen3,8B,-4,17,26,20,college physics,person,20,0,48,68,29.41,default,0,
qwen3,8B,-4,17,26,20,computer security,confident,22,0,24,46,47.83,default,0,
qwen3,8B,-4,17,26,20,computer security,unconfident,20,0,26,46,43.48,default,0,
qwen3,8B,-4,17,26,20,computer security,computer security student,22,0,24,46,47.83,default,0,
qwen3,8B,-4,17,26,20,computer security,person,20,0,26,46,43.48,default,0,
qwen3,8B,-4,17,26,20,conceptual physics,confident,78,0,58,136,57.35,default,0,
qwen3,8B,-4,17,26,20,conceptual physics,unconfident,75,0,61,136,55.15,default,0,
qwen3,8B,-4,17,26,20,conceptual physics,conceptual physics student,82,0,54,136,60.29,default,0,
qwen3,8B,-4,17,26,20,conceptual physics,person,76,0,60,136,55.88,default,0,
qwen3,8B,-4,17,26,20,diff,confident,14,0,36,50,28.0,default,0,
qwen3,8B,-4,17,26,20,diff,unconfident,11,0,39,50,22.0,default,0,
qwen3,8B,-4,17,26,20,diff,diff student,14,0,36,50,28.0,default,0,
qwen3,8B,-4,17,26,20,diff,person,12,0,38,50,24.0,default,0,
qwen3,8B,-4,17,26,20,econometrics,confident,39,0,46,85,45.88,default,0,
qwen3,8B,-4,17,26,20,econometrics,unconfident,38,0,47,85,44.71,default,0,
qwen3,8B,-4,17,26,20,econometrics,econometrics student,37,0,48,85,43.53,default,0,
qwen3,8B,-4,17,26,20,econometrics,person,38,0,47,85,44.71,default,0,
qwen3,8B,-4,17,26,20,electrical engineering,confident,30,0,37,67,44.78,default,0,
qwen3,8B,-4,17,26,20,electrical engineering,unconfident,27,0,40,67,40.3,default,0,
qwen3,8B,-4,17,26,20,electrical engineering,electrical engineering student,31,0,36,67,46.27,default,0,
qwen3,8B,-4,17,26,20,electrical engineering,person,26,0,41,67,38.81,default,0,
qwen3,8B,-4,17,26,20,elementary mathematics,confident,151,0,153,304,49.67,default,0,
qwen3,8B,-4,17,26,20,elementary mathematics,unconfident,143,0,161,304,47.04,default,0,
qwen3,8B,-4,17,26,20,elementary mathematics,elementary mathematics student,146,0,158,304,48.03,default,0,
qwen3,8B,-4,17,26,20,elementary mathematics,person,141,0,163,304,46.38,default,0,
qwen3,8B,-4,17,26,20,formal logic,confident,35,0,63,98,35.71,default,0,
qwen3,8B,-4,17,26,20,formal logic,unconfident,32,0,66,98,32.65,default,0,
qwen3,8B,-4,17,26,20,formal logic,formal logic student,33,0,65,98,33.67,default,0,
qwen3,8B,-4,17,26,20,formal logic,person,36,0,62,98,36.73,default,0,
qwen3,8B,-4,17,26,20,fund,confident,14,0,53,67,20.9,default,0,
qwen3,8B,-4,17,26,20,fund,unconfident,12,0,55,67,17.91,default,0,
qwen3,8B,-4,17,26,20,fund,fund student,14,0,53,67,20.9,default,0,
qwen3,8B,-4,17,26,20,fund,person,12,0,55,67,17.91,default,0,
qwen3,8B,-4,17,26,20,global facts,confident,16,0,68,84,19.05,default,0,
qwen3,8B,-4,17,26,20,global facts,unconfident,14,0,70,84,16.67,default,0,
qwen3,8B,-4,17,26,20,global facts,global facts student,19,0,65,84,22.62,default,0,
qwen3,8B,-4,17,26,20,global facts,person,12,0,72,84,14.29,default,0,
qwen3,8B,-4,17,26,20,high school biology,confident,85,0,55,140,60.71,default,0,
qwen3,8B,-4,17,26,20,high school biology,unconfident,78,0,62,140,55.71,default,0,
qwen3,8B,-4,17,26,20,high school biology,high school biology student,83,0,57,140,59.29,default,0,
qwen3,8B,-4,17,26,20,high school biology,person,87,0,53,140,62.14,default,0,
qwen3,8B,-4,17,26,20,high school chemistry,confident,57,0,58,115,49.57,default,0,
qwen3,8B,-4,17,26,20,high school chemistry,unconfident,55,0,60,115,47.83,default,0,
qwen3,8B,-4,17,26,20,high school chemistry,high school chemistry student,57,0,58,115,49.57,default,0,
qwen3,8B,-4,17,26,20,high school chemistry,person,56,0,59,115,48.7,default,0,
qwen3,8B,-4,17,26,20,high school computer science,confident,38,0,24,62,61.29,default,0,
qwen3,8B,-4,17,26,20,high school computer science,unconfident,33,0,29,62,53.23,default,0,
qwen3,8B,-4,17,26,20,high school computer science,high school computer science student,35,0,27,62,56.45,default,0,
qwen3,8B,-4,17,26,20,high school computer science,person,35,0,27,62,56.45,default,0,
qwen3,8B,-4,17,26,20,high school european history,confident,16,0,53,69,23.19,default,0,
qwen3,8B,-4,17,26,20,high school european history,unconfident,19,0,50,69,27.54,default,0,
qwen3,8B,-4,17,26,20,high school european history,high school european history student,16,0,53,69,23.19,default,0,
qwen3,8B,-4,17,26,20,high school european history,person,16,0,53,69,23.19,default,0,
qwen3,8B,-4,17,26,20,high school geography,confident,31,0,34,65,47.69,default,0,
qwen3,8B,-4,17,26,20,high school geography,unconfident,31,0,34,65,47.69,default,0,
qwen3,8B,-4,17,26,20,high school geography,high school geography student,32,0,33,65,49.23,default,0,
qwen3,8B,-4,17,26,20,high school geography,person,33,0,32,65,50.77,default,0,
qwen3,8B,-4,17,26,20,high school government and politics,confident,31,0,20,51,60.78,default,0,
qwen3,8B,-4,17,26,20,high school government and politics,unconfident,29,0,22,51,56.86,default,0,
qwen3,8B,-4,17,26,20,high school government and politics,high school government and politics student,32,0,19,51,62.75,default,0,
qwen3,8B,-4,17,26,20,high school government and politics,person,31,0,20,51,60.78,default,0,
qwen3,8B,-4,17,26,20,high school macroeconomics,confident,104,0,112,216,48.15,default,0,
qwen3,8B,-4,17,26,20,high school macroeconomics,unconfident,96,0,120,216,44.44,default,0,
qwen3,8B,-4,17,26,20,high school macroeconomics,high school macroeconomics student,95,0,121,216,43.98,default,0,
qwen3,8B,-4,17,26,20,high school macroeconomics,person,93,0,123,216,43.06,default,0,
qwen3,8B,-4,17,26,20,high school mathematics,confident,53,0,189,242,21.9,default,0,
qwen3,8B,-4,17,26,20,high school mathematics,unconfident,44,0,198,242,18.18,default,0,
qwen3,8B,-4,17,26,20,high school mathematics,high school mathematics student,52,0,190,242,21.49,default,0,
qwen3,8B,-4,17,26,20,high school mathematics,person,47,0,195,242,19.42,default,0,
qwen3,8B,-4,17,26,20,high school microeconomics,confident,81,0,62,143,56.64,default,0,
qwen3,8B,-4,17,26,20,high school microeconomics,unconfident,73,0,70,143,51.05,default,0,
qwen3,8B,-4,17,26,20,high school microeconomics,high school microeconomics student,78,0,65,143,54.55,default,0,
qwen3,8B,-4,17,26,20,high school microeconomics,person,74,0,69,143,51.75,default,0,
qwen3,8B,-4,17,26,20,high school physics,confident,47,0,80,127,37.01,default,0,
qwen3,8B,-4,17,26,20,high school physics,unconfident,39,0,88,127,30.71,default,0,
qwen3,8B,-4,17,26,20,high school physics,high school physics student,46,0,81,127,36.22,default,0,
qwen3,8B,-4,17,26,20,high school physics,person,44,0,83,127,34.65,default,0,
qwen3,8B,-4,17,26,20,high school psychology,confident,88,0,81,169,52.07,default,0,
qwen3,8B,-4,17,26,20,high school psychology,unconfident,80,0,89,169,47.34,default,0,
qwen3,8B,-4,17,26,20,high school psychology,high school psychology student,83,0,86,169,49.11,default,0,
qwen3,8B,-4,17,26,20,high school psychology,person,84,0,85,169,49.7,default,0,
qwen3,8B,-4,17,26,20,high school statistics,confident,65,0,78,143,45.45,default,0,
qwen3,8B,-4,17,26,20,high school statistics,unconfident,58,0,85,143,40.56,default,0,
qwen3,8B,-4,17,26,20,high school statistics,high school statistics student,63,0,80,143,44.06,default,0,
qwen3,8B,-4,17,26,20,high school statistics,person,62,0,81,143,43.36,default,0,
qwen3,8B,-4,17,26,20,high school us history,confident,22,0,61,83,26.51,default,0,
qwen3,8B,-4,17,26,20,high school us history,unconfident,27,0,56,83,32.53,default,0,
qwen3,8B,-4,17,26,20,high school us history,high school us history student,25,0,58,83,30.12,default,0,
qwen3,8B,-4,17,26,20,high school us history,person,21,0,62,83,25.3,default,0,
qwen3,8B,-4,17,26,20,high school world history,confident,42,0,42,84,50.0,default,0,
qwen3,8B,-4,17,26,20,high school world history,unconfident,37,0,47,84,44.05,default,0,
qwen3,8B,-4,17,26,20,high school world history,high school world history student,37,0,47,84,44.05,default,0,
qwen3,8B,-4,17,26,20,high school world history,person,36,0,48,84,42.86,default,0,
qwen3,8B,-4,17,26,20,human aging,confident,28,0,58,86,32.56,default,0,
qwen3,8B,-4,17,26,20,human aging,unconfident,29,0,57,86,33.72,default,0,
qwen3,8B,-4,17,26,20,human aging,human aging student,30,0,56,86,34.88,default,0,
qwen3,8B,-4,17,26,20,human aging,person,27,0,59,86,31.4,default,0,
qwen3,8B,-4,17,26,20,human sexuality,confident,21,0,32,53,39.62,default,0,
qwen3,8B,-4,17,26,20,human sexuality,unconfident,21,0,32,53,39.62,default,0,
qwen3,8B,-4,17,26,20,human sexuality,human sexuality student,20,0,33,53,37.74,default,0,
qwen3,8B,-4,17,26,20,human sexuality,person,19,0,34,53,35.85,default,0,
qwen3,8B,-4,17,26,20,international law,confident,16,0,39,55,29.09,default,0,
qwen3,8B,-4,17,26,20,international law,unconfident,16,0,39,55,29.09,default,0,
qwen3,8B,-4,17,26,20,international law,international law student,15,0,40,55,27.27,default,0,
qwen3,8B,-4,17,26,20,international law,person,13,0,42,55,23.64,default,0,
qwen3,8B,-4,17,26,20,jurisprudence,confident,17,0,26,43,39.53,default,0,
qwen3,8B,-4,17,26,20,jurisprudence,unconfident,13,0,30,43,30.23,default,0,
qwen3,8B,-4,17,26,20,jurisprudence,jurisprudence student,15,0,28,43,34.88,default,0,
qwen3,8B,-4,17,26,20,jurisprudence,person,14,0,29,43,32.56,default,0,
qwen3,8B,-4,17,26,20,logical fallacies,confident,37,0,36,73,50.68,default,0,
qwen3,8B,-4,17,26,20,logical fallacies,unconfident,30,0,43,73,41.1,default,0,
qwen3,8B,-4,17,26,20,logical fallacies,logical fallacies student,31,0,42,73,42.47,default,0,
qwen3,8B,-4,17,26,20,logical fallacies,person,32,0,41,73,43.84,default,0,
qwen3,8B,-4,17,26,20,machine learning,confident,25,0,65,90,27.78,default,0,
qwen3,8B,-4,17,26,20,machine learning,unconfident,24,0,66,90,26.67,default,0,
qwen3,8B,-4,17,26,20,machine learning,machine learning student,28,0,62,90,31.11,default,0,
qwen3,8B,-4,17,26,20,machine learning,person,29,0,61,90,32.22,default,0,
qwen3,8B,-4,17,26,20,management,confident,18,0,19,37,48.65,default,0,
qwen3,8B,-4,17,26,20,management,unconfident,17,0,20,37,45.95,default,0,
qwen3,8B,-4,17,26,20,management,management student,19,0,18,37,51.35,default,0,
qwen3,8B,-4,17,26,20,management,person,20,0,17,37,54.05,default,0,
qwen3,8B,-4,17,26,20,marketing,confident,39,0,36,75,52.0,default,0,
qwen3,8B,-4,17,26,20,marketing,unconfident,37,0,38,75,49.33,default,0,
qwen3,8B,-4,17,26,20,marketing,marketing student,39,0,36,75,52.0,default,0,
qwen3,8B,-4,17,26,20,marketing,person,37,0,38,75,49.33,default,0,
qwen3,8B,-4,17,26,20,matter,confident,6,0,41,47,12.77,default,0,
qwen3,8B,-4,17,26,20,matter,unconfident,7,0,40,47,14.89,default,0,
qwen3,8B,-4,17,26,20,matter,matter student,7,0,40,47,14.89,default,0,
qwen3,8B,-4,17,26,20,matter,person,6,0,41,47,12.77,default,0,
qwen3,8B,-4,17,26,20,medical genetics,confident,30,0,24,54,55.56,default,0,
qwen3,8B,-4,17,26,20,medical genetics,unconfident,32,0,22,54,59.26,default,0,
qwen3,8B,-4,17,26,20,medical genetics,medical genetics student,34,0,20,54,62.96,default,0,
qwen3,8B,-4,17,26,20,medical genetics,person,34,0,20,54,62.96,default,0,
qwen3,8B,-4,17,26,20,miscellaneous,confident,121,0,144,265,45.66,default,0,
qwen3,8B,-4,17,26,20,miscellaneous,unconfident,124,0,141,265,46.79,default,0,
qwen3,8B,-4,17,26,20,miscellaneous,miscellaneous student,125,0,140,265,47.17,default,0,
qwen3,8B,-4,17,26,20,miscellaneous,person,120,0,145,265,45.28,default,0,
qwen3,8B,-4,17,26,20,moral disputes,confident,45,0,94,139,32.37,default,0,
qwen3,8B,-4,17,26,20,moral disputes,unconfident,39,0,100,139,28.06,default,0,
qwen3,8B,-4,17,26,20,moral disputes,moral disputes student,38,0,101,139,27.34,default,0,
qwen3,8B,-4,17,26,20,moral disputes,person,40,0,99,139,28.78,default,0,
qwen3,8B,-4,17,26,20,nutrition,confident,88,0,91,179,49.16,default,0,
qwen3,8B,-4,17,26,20,nutrition,unconfident,88,0,91,179,49.16,default,0,
qwen3,8B,-4,17,26,20,nutrition,nutrition student,96,0,83,179,53.63,default,0,
qwen3,8B,-4,17,26,20,nutrition,person,86,0,93,179,48.04,default,0,
qwen3,8B,-4,17,26,20,philosophy,confident,41,0,89,130,31.54,default,0,
qwen3,8B,-4,17,26,20,philosophy,unconfident,41,0,89,130,31.54,default,0,
qwen3,8B,-4,17,26,20,philosophy,philosophy student,43,0,87,130,33.08,default,0,
qwen3,8B,-4,17,26,20,philosophy,person,36,0,94,130,27.69,default,0,
qwen3,8B,-4,17,26,20,prehistory,confident,68,0,77,145,46.9,default,0,
qwen3,8B,-4,17,26,20,prehistory,unconfident,63,0,82,145,43.45,default,0,
qwen3,8B,-4,17,26,20,prehistory,prehistory student,68,0,77,145,46.9,default,0,
qwen3,8B,-4,17,26,20,prehistory,person,65,0,80,145,44.83,default,0,
qwen3,8B,-4,17,26,20,professional accounting,confident,55,0,140,195,28.21,default,0,
qwen3,8B,-4,17,26,20,professional accounting,unconfident,50,0,145,195,25.64,default,0,
qwen3,8B,-4,17,26,20,professional accounting,professional accounting student,55,0,140,195,28.21,default,0,
qwen3,8B,-4,17,26,20,professional accounting,person,53,0,142,195,27.18,default,0,
qwen3,8B,-4,17,26,20,professional law,confident,210,0,793,1003,20.94,default,0,
qwen3,8B,-4,17,26,20,professional law,unconfident,200,0,803,1003,19.94,default,0,
qwen3,8B,-4,17,26,20,professional law,professional law student,211,0,792,1003,21.04,default,0,
qwen3,8B,-4,17,26,20,professional law,person,200,0,803,1003,19.94,default,0,
qwen3,8B,-4,17,26,20,professional medicine,confident,134,0,120,254,52.76,default,0,
qwen3,8B,-4,17,26,20,professional medicine,unconfident,128,0,126,254,50.39,default,0,
qwen3,8B,-4,17,26,20,professional medicine,professional medicine student,135,0,119,254,53.15,default,0,
qwen3,8B,-4,17,26,20,professional medicine,person,135,0,119,254,53.15,default,0,
qwen3,8B,-4,17,26,20,professional psychology,confident,124,0,200,324,38.27,default,0,
qwen3,8B,-4,17,26,20,professional psychology,unconfident,118,0,206,324,36.42,default,0,
qwen3,8B,-4,17,26,20,professional psychology,professional psychology student,128,0,196,324,39.51,default,0,
qwen3,8B,-4,17,26,20,professional psychology,person,121,0,203,324,37.35,default,0,
qwen3,8B,-4,17,26,20,public relations,confident,17,0,35,52,32.69,default,0,
qwen3,8B,-4,17,26,20,public relations,unconfident,14,0,38,52,26.92,default,0,
qwen3,8B,-4,17,26,20,public relations,public relations student,16,0,36,52,30.77,default,0,
qwen3,8B,-4,17,26,20,public relations,person,14,0,38,52,26.92,default,0,
qwen3,8B,-4,17,26,20,quan,confident,8,0,24,32,25.0,default,0,
qwen3,8B,-4,17,26,20,quan,unconfident,6,0,26,32,18.75,default,0,
qwen3,8B,-4,17,26,20,quan,quan student,8,0,24,32,25.0,default,0,
qwen3,8B,-4,17,26,20,quan,person,8,0,24,32,25.0,default,0,
qwen3,8B,-4,17,26,20,security studies,confident,36,0,51,87,41.38,default,0,
qwen3,8B,-4,17,26,20,security studies,unconfident,26,0,61,87,29.89,default,0,
qwen3,8B,-4,17,26,20,security studies,security studies student,32,0,55,87,36.78,default,0,
qwen3,8B,-4,17,26,20,security studies,person,29,0,58,87,33.33,default,0,
qwen3,8B,-4,17,26,20,sociology,confident,18,0,34,52,34.62,default,0,
qwen3,8B,-4,17,26,20,sociology,unconfident,19,0,33,52,36.54,default,0,
qwen3,8B,-4,17,26,20,sociology,sociology student,20,0,32,52,38.46,default,0,
qwen3,8B,-4,17,26,20,sociology,person,20,0,32,52,38.46,default,0,
qwen3,8B,-4,17,26,20,stat,confident,20,0,51,71,28.17,default,0,
qwen3,8B,-4,17,26,20,stat,unconfident,21,0,50,71,29.58,default,0,
qwen3,8B,-4,17,26,20,stat,stat student,18,0,53,71,25.35,default,0,
qwen3,8B,-4,17,26,20,stat,person,17,0,54,71,23.94,default,0,
qwen3,8B,-4,17,26,20,thermo,confident,9,0,46,55,16.36,default,0,
qwen3,8B,-4,17,26,20,thermo,unconfident,11,0,44,55,20.0,default,0,
qwen3,8B,-4,17,26,20,thermo,thermo student,9,0,46,55,16.36,default,0,
qwen3,8B,-4,17,26,20,thermo,person,8,0,47,55,14.55,default,0,
qwen3,8B,-4,17,26,20,us foreign policy,confident,7,0,13,20,35.0,default,0,
qwen3,8B,-4,17,26,20,us foreign policy,unconfident,5,0,15,20,25.0,default,0,
qwen3,8B,-4,17,26,20,us foreign policy,us foreign policy student,9,0,11,20,45.0,default,0,
qwen3,8B,-4,17,26,20,us foreign policy,person,8,0,12,20,40.0,default,0,
